"VECTOR","TARGET"
"chr11:1533749-1534025_3_-","chr11:1533749-1534025"
"chr11:1533749-1534025_8_-","chr11:1533749-1534025"
"chr11:1541754-1542169_29_-","chr11:1541754-1542169"
"chr11:1541754-1542169_20_-","chr11:1541754-1542169"
"chr11:1541754-1542169_23_+","chr11:1541754-1542169"
"chr11:1541754-1542169_7_+","chr11:1541754-1542169"
"chr11:15601431-15602114_34_+","chr11:15601431-15602114"
"chr11:15601431-15602114_41_+","chr11:15601431-15602114"
"chr11:15601431-15602114_11_+","chr11:15601431-15602114"
"chr11:15601431-15602114_31_+","chr11:15601431-15602114"
"chr11:1561418-1561519_9_+","chr11:1561418-1561519"
"chr11:1561418-1561519_8_+","chr11:1561418-1561519"
"chr11:1561418-1561519_6_+","chr11:1561418-1561519"
"chr11:1561418-1561519_7_-","chr11:1561418-1561519"
"chr11:15671503-15672440_75_-","chr11:15671503-15672440"
"chr11:15671503-15672440_59_+","chr11:15671503-15672440"
"chr11:15671503-15672440_103_+","chr11:15671503-15672440"
"chr11:15671503-15672440_34_+","chr11:15671503-15672440"
"chr11:15677037-15677632_15_-","chr11:15677037-15677632"
"chr11:15677037-15677632_6_-","chr11:15677037-15677632"
"chr11:15677037-15677632_16_-","chr11:15677037-15677632"
"chr11:15677037-15677632_24_+","chr11:15677037-15677632"
"chr11:1568332-1568421_3_+","chr11:1568332-1568421"
"chr11:1568332-1568421_4_+","chr11:1568332-1568421"
"chr11:1568332-1568421_2_+","chr11:1568332-1568421"
"chr11:1568332-1568421_4_-","chr11:1568332-1568421"
"chr11:1569739-1569888_5_+","chr11:1569739-1569888"
"chr11:1569739-1569888_2_-","chr11:1569739-1569888"
"chr11:1569739-1569888_10_-","chr11:1569739-1569888"
"chr11:1569739-1569888_3_-","chr11:1569739-1569888"
"chr11:15906233-15906847_20_+","chr11:15906233-15906847"
"chr11:15906233-15906847_10_-","chr11:15906233-15906847"
"chr11:15906233-15906847_27_+","chr11:15906233-15906847"
"chr11:15906233-15906847_27_-","chr11:15906233-15906847"
"chr11:15910173-15910606_22_+","chr11:15910173-15910606"
"chr11:15910173-15910606_19_+","chr11:15910173-15910606"
"chr11:15910173-15910606_20_+","chr11:15910173-15910606"
"chr11:15910173-15910606_6_-","chr11:15910173-15910606"
"chr11:15910951-15911359_7_-","chr11:15910951-15911359"
"chr11:15910951-15911359_10_+","chr11:15910951-15911359"
"chr11:15910951-15911359_8_+","chr11:15910951-15911359"
"chr11:15910951-15911359_13_+","chr11:15910951-15911359"
"chr11:15914527-15915105_21_-","chr11:15914527-15915105"
"chr11:15914527-15915105_22_+","chr11:15914527-15915105"
"chr11:15914527-15915105_21_+","chr11:15914527-15915105"
"chr11:15914527-15915105_23_+","chr11:15914527-15915105"
"chr11:1595831-1596187_62_+","chr11:1595831-1596187"
"chr11:1595831-1596187_15_-","chr11:1595831-1596187"
"chr11:1595831-1596187_65_+","chr11:1595831-1596187"
"chr11:1595831-1596187_61_+","chr11:1595831-1596187"
"chr11:15962727-15963058_6_-","chr11:15962727-15963058"
"chr11:15962727-15963058_18_+","chr11:15962727-15963058"
"chr11:15962727-15963058_8_-","chr11:15962727-15963058"
"chr11:15962727-15963058_10_-","chr11:15962727-15963058"
"chr11:15986465-15986663_10_+","chr11:15986465-15986663"
"chr11:15986465-15986663_17_+","chr11:15986465-15986663"
"chr11:15986465-15986663_5_+","chr11:15986465-15986663"
"chr11:15986465-15986663_20_+","chr11:15986465-15986663"
"chr11:15989598-15991341_56_-","chr11:15989598-15991341"
"chr11:15989598-15991341_35_+","chr11:15989598-15991341"
"chr11:15989598-15991341_32_+","chr11:15989598-15991341"
"chr11:15989598-15991341_74_+","chr11:15989598-15991341"
"chr11:15992064-15992880_25_+","chr11:15992064-15992880"
"chr11:15992064-15992880_48_-","chr11:15992064-15992880"
"chr11:15992064-15992880_18_-","chr11:15992064-15992880"
"chr11:15992064-15992880_29_+","chr11:15992064-15992880"
"chr11:15998727-15998958_12_-","chr11:15998727-15998958"
"chr11:15998727-15998958_9_-","chr11:15998727-15998958"
"chr11:15998727-15998958_4_-","chr11:15998727-15998958"
"chr11:15998727-15998958_23_-","chr11:15998727-15998958"
"chr11:16022733-16023081_3_+","chr11:16022733-16023081"
"chr11:16022733-16023081_4_-","chr11:16022733-16023081"
"chr11:16022733-16023081_1_+","chr11:16022733-16023081"
"chr11:16022733-16023081_5_-","chr11:16022733-16023081"
"chr11:16033764-16034291_5_-","chr11:16033764-16034291"
"chr11:16033764-16034291_18_-","chr11:16033764-16034291"
"chr11:16033764-16034291_10_+","chr11:16033764-16034291"
"chr11:16033764-16034291_14_-","chr11:16033764-16034291"
"chr11:16068182-16068255_6_+","chr11:16068182-16068255"
"chr11:16068182-16068255_4_+","chr11:16068182-16068255"
"chr11:16068182-16068255_1_+","chr11:16068182-16068255"
"chr11:16068182-16068255_2_+","chr11:16068182-16068255"
"chr11:16068466-16069084_36_-","chr11:16068466-16069084"
"chr11:16068466-16069084_35_-","chr11:16068466-16069084"
"chr11:16068466-16069084_35_+","chr11:16068466-16069084"
"chr11:16068466-16069084_4_-","chr11:16068466-16069084"
"chr11:16115459-16116398_36_+","chr11:16115459-16116398"
"chr11:16115459-16116398_15_+","chr11:16115459-16116398"
"chr11:16115459-16116398_19_+","chr11:16115459-16116398"
"chr11:16115459-16116398_5_-","chr11:16115459-16116398"
"chr11:16194382-16194471_2_+","chr11:16194382-16194471"
"chr11:16194382-16194471_3_+","chr11:16194382-16194471"
"chr11:16194382-16194471_1_+","chr11:16194382-16194471"
"chr11:16194473-16194632_4_+","chr11:16194473-16194632"
"chr11:16194473-16194632_7_-","chr11:16194473-16194632"
"chr11:16194473-16194632_10_+","chr11:16194473-16194632"
"chr11:16194473-16194632_5_-","chr11:16194473-16194632"
"chr11:16194637-16194689_1_+","chr11:16194637-16194689"
"chr11:16199314-16199730_13_-","chr11:16199314-16199730"
"chr11:16199314-16199730_14_+","chr11:16199314-16199730"
"chr11:16199314-16199730_18_+","chr11:16199314-16199730"
"chr11:16199314-16199730_15_+","chr11:16199314-16199730"
"chr11:16212950-16213466_9_+","chr11:16212950-16213466"
"chr11:16212950-16213466_19_-","chr11:16212950-16213466"
"chr11:16212950-16213466_5_-","chr11:16212950-16213466"
"chr11:16212950-16213466_7_+","chr11:16212950-16213466"
"chr11:16215348-16216067_17_-","chr11:16215348-16216067"
"chr11:16215348-16216067_10_+","chr11:16215348-16216067"
"chr11:16215348-16216067_8_-","chr11:16215348-16216067"
"chr11:16215348-16216067_13_-","chr11:16215348-16216067"
"chr11:16247987-16248107_8_+","chr11:16247987-16248107"
"chr11:16247987-16248107_7_+","chr11:16247987-16248107"
"chr11:16247987-16248107_1_-","chr11:16247987-16248107"
"chr11:16247987-16248107_6_+","chr11:16247987-16248107"
"chr11:16301694-16302419_5_-","chr11:16301694-16302419"
"chr11:16301694-16302419_10_+","chr11:16301694-16302419"
"chr11:16301694-16302419_15_-","chr11:16301694-16302419"
"chr11:16301694-16302419_5_+","chr11:16301694-16302419"
"chr11:16313426-16313667_7_-","chr11:16313426-16313667"
"chr11:16313426-16313667_6_-","chr11:16313426-16313667"
"chr11:16313426-16313667_5_+","chr11:16313426-16313667"
"chr11:16313426-16313667_10_+","chr11:16313426-16313667"
"chr11:16313751-16314126_12_+","chr11:16313751-16314126"
"chr11:16313751-16314126_8_+","chr11:16313751-16314126"
"chr11:16313751-16314126_13_+","chr11:16313751-16314126"
"chr11:16313751-16314126_9_-","chr11:16313751-16314126"
"chr11:16314675-16315505_5_-","chr11:16314675-16315505"
"chr11:16314675-16315505_4_-","chr11:16314675-16315505"
"chr11:16314675-16315505_4_+","chr11:16314675-16315505"
"chr11:16314675-16315505_26_+","chr11:16314675-16315505"
"chr11:16317139-16317461_5_+","chr11:16317139-16317461"
"chr11:16317139-16317461_16_-","chr11:16317139-16317461"
"chr11:16317139-16317461_15_-","chr11:16317139-16317461"
"chr11:16317139-16317461_10_+","chr11:16317139-16317461"
"chr11:16317920-16318033_2_+","chr11:16317920-16318033"
"chr11:16317920-16318033_3_+","chr11:16317920-16318033"
"chr11:16317920-16318033_1_+","chr11:16317920-16318033"
"chr11:16317920-16318033_4_+","chr11:16317920-16318033"
"chr11:16318855-16319375_7_-","chr11:16318855-16319375"
"chr11:16318855-16319375_6_+","chr11:16318855-16319375"
"chr11:16318855-16319375_10_-","chr11:16318855-16319375"
"chr11:16318855-16319375_16_+","chr11:16318855-16319375"
"chr11:16322020-16322203_7_-","chr11:16322020-16322203"
"chr11:16322020-16322203_5_-","chr11:16322020-16322203"
"chr11:16322020-16322203_3_-","chr11:16322020-16322203"
"chr11:16322020-16322203_6_-","chr11:16322020-16322203"
"chr11:16348173-16348772_21_+","chr11:16348173-16348772"
"chr11:16348173-16348772_14_+","chr11:16348173-16348772"
"chr11:16348173-16348772_22_+","chr11:16348173-16348772"
"chr11:16348173-16348772_10_-","chr11:16348173-16348772"
"chr11:16359330-16360139_11_+","chr11:16359330-16360139"
"chr11:16359330-16360139_19_-","chr11:16359330-16360139"
"chr11:16359330-16360139_15_-","chr11:16359330-16360139"
"chr11:16359330-16360139_20_-","chr11:16359330-16360139"
"chr11:16368407-16368834_7_+","chr11:16368407-16368834"
"chr11:16368407-16368834_3_-","chr11:16368407-16368834"
"chr11:16368407-16368834_8_+","chr11:16368407-16368834"
"chr11:16368407-16368834_6_-","chr11:16368407-16368834"
"chr11:16371819-16371873_4_+","chr11:16371819-16371873"
"chr11:16371819-16371873_5_+","chr11:16371819-16371873"
"chr11:16371819-16371873_3_+","chr11:16371819-16371873"
"chr11:16371819-16371873_1_+","chr11:16371819-16371873"
"chr11:16374402-16374837_15_-","chr11:16374402-16374837"
"chr11:16374402-16374837_5_+","chr11:16374402-16374837"
"chr11:16374402-16374837_17_-","chr11:16374402-16374837"
"chr11:16374402-16374837_11_-","chr11:16374402-16374837"
"chr11:16377891-16378187_11_-","chr11:16377891-16378187"
"chr11:16377891-16378187_10_-","chr11:16377891-16378187"
"chr11:16377891-16378187_12_-","chr11:16377891-16378187"
"chr11:16377891-16378187_13_-","chr11:16377891-16378187"
"chr11:16380719-16381420_6_-","chr11:16380719-16381420"
"chr11:16380719-16381420_7_-","chr11:16380719-16381420"
"chr11:16380719-16381420_13_-","chr11:16380719-16381420"
"chr11:16380719-16381420_8_-","chr11:16380719-16381420"
"chr11:16385292-16385582_5_+","chr11:16385292-16385582"
"chr11:16385292-16385582_5_-","chr11:16385292-16385582"
"chr11:16385292-16385582_2_-","chr11:16385292-16385582"
"chr11:16385292-16385582_3_-","chr11:16385292-16385582"
"chr11:16393984-16394218_2_+","chr11:16393984-16394218"
"chr11:16393984-16394218_1_+","chr11:16393984-16394218"
"chr11:16393984-16394218_8_+","chr11:16393984-16394218"
"chr11:16393984-16394218_7_+","chr11:16393984-16394218"
"chr11:16402823-16402997_3_-","chr11:16402823-16402997"
"chr11:16402823-16402997_1_-","chr11:16402823-16402997"
"chr11:16402823-16402997_2_-","chr11:16402823-16402997"
"chr11:16402823-16402997_4_-","chr11:16402823-16402997"
"chr11:16403833-16404188_11_+","chr11:16403833-16404188"
"chr11:16403833-16404188_5_+","chr11:16403833-16404188"
"chr11:16403833-16404188_8_+","chr11:16403833-16404188"
"chr11:16403833-16404188_7_-","chr11:16403833-16404188"
"chr11:16405057-16405120_1_-","chr11:16405057-16405120"
"chr11:16405057-16405120_2_+","chr11:16405057-16405120"
"chr11:16405057-16405120_1_+","chr11:16405057-16405120"
"chr11:16405331-16405578_7_+","chr11:16405331-16405578"
"chr11:16405331-16405578_11_+","chr11:16405331-16405578"
"chr11:16405331-16405578_10_+","chr11:16405331-16405578"
"chr11:16405331-16405578_3_+","chr11:16405331-16405578"
"chr11:16415071-16415167_3_-","chr11:16415071-16415167"
"chr11:16415071-16415167_4_-","chr11:16415071-16415167"
"chr11:16415071-16415167_2_-","chr11:16415071-16415167"
"chr11:16415071-16415167_1_-","chr11:16415071-16415167"
"chr11:16430066-16430646_27_-","chr11:16430066-16430646"
"chr11:16430066-16430646_8_-","chr11:16430066-16430646"
"chr11:16430066-16430646_13_+","chr11:16430066-16430646"
"chr11:16430066-16430646_19_+","chr11:16430066-16430646"
"chr11:16445877-16446248_12_+","chr11:16445877-16446248"
"chr11:16445877-16446248_17_+","chr11:16445877-16446248"
"chr11:16445877-16446248_1_+","chr11:16445877-16446248"
"chr11:16445877-16446248_7_+","chr11:16445877-16446248"
"chr11:16505119-16505245_3_-","chr11:16505119-16505245"
"chr11:16505119-16505245_3_+","chr11:16505119-16505245"
"chr11:16505119-16505245_5_-","chr11:16505119-16505245"
"chr11:16505119-16505245_4_-","chr11:16505119-16505245"
"chr11:16574842-16575024_14_+","chr11:16574842-16575024"
"chr11:16574842-16575024_5_+","chr11:16574842-16575024"
"chr11:16574842-16575024_6_+","chr11:16574842-16575024"
"chr11:16574842-16575024_7_+","chr11:16574842-16575024"
"chr11:16617627-16618276_2_-","chr11:16617627-16618276"
"chr11:16617627-16618276_15_-","chr11:16617627-16618276"
"chr11:16617627-16618276_26_-","chr11:16617627-16618276"
"chr11:16617627-16618276_3_-","chr11:16617627-16618276"
"chr11:16624652-16625317_25_+","chr11:16624652-16625317"
"chr11:16624652-16625317_30_-","chr11:16624652-16625317"
"chr11:16624652-16625317_54_+","chr11:16624652-16625317"
"chr11:16624652-16625317_26_+","chr11:16624652-16625317"
"chr11:16625687-16626709_87_-","chr11:16625687-16626709"
"chr11:16625687-16626709_65_+","chr11:16625687-16626709"
"chr11:16625687-16626709_112_-","chr11:16625687-16626709"
"chr11:16625687-16626709_39_+","chr11:16625687-16626709"
"chr11:16800884-16801330_32_+","chr11:16800884-16801330"
"chr11:16800884-16801330_15_-","chr11:16800884-16801330"
"chr11:16800884-16801330_7_-","chr11:16800884-16801330"
"chr11:16800884-16801330_9_-","chr11:16800884-16801330"
"chr11:16841848-16842185_13_-","chr11:16841848-16842185"
"chr11:16841848-16842185_14_+","chr11:16841848-16842185"
"chr11:16841848-16842185_4_+","chr11:16841848-16842185"
"chr11:16841848-16842185_8_+","chr11:16841848-16842185"
"chr11:16864908-16865223_9_+","chr11:16864908-16865223"
"chr11:16864908-16865223_6_+","chr11:16864908-16865223"
"chr11:16864908-16865223_7_+","chr11:16864908-16865223"
"chr11:16864908-16865223_8_-","chr11:16864908-16865223"
"chr11:16874773-16875195_14_-","chr11:16874773-16875195"
"chr11:16874773-16875195_10_-","chr11:16874773-16875195"
"chr11:16874773-16875195_15_-","chr11:16874773-16875195"
"chr11:16874773-16875195_13_-","chr11:16874773-16875195"
"chr11:16875346-16876201_11_+","chr11:16875346-16876201"
"chr11:16875346-16876201_10_+","chr11:16875346-16876201"
"chr11:16875346-16876201_61_+","chr11:16875346-16876201"
"chr11:16875346-16876201_69_+","chr11:16875346-16876201"
"chr11:16878539-16879259_10_-","chr11:16878539-16879259"
"chr11:16878539-16879259_8_+","chr11:16878539-16879259"
"chr11:16878539-16879259_46_-","chr11:16878539-16879259"
"chr11:16878539-16879259_9_+","chr11:16878539-16879259"
"chr11:16882210-16882551_5_+","chr11:16882210-16882551"
"chr11:16882210-16882551_7_+","chr11:16882210-16882551"
"chr11:16882210-16882551_11_-","chr11:16882210-16882551"
"chr11:16882210-16882551_12_+","chr11:16882210-16882551"
"chr11:16883417-16883753_16_-","chr11:16883417-16883753"
"chr11:16883417-16883753_17_-","chr11:16883417-16883753"
"chr11:16883417-16883753_4_-","chr11:16883417-16883753"
"chr11:16883417-16883753_9_-","chr11:16883417-16883753"
"chr11:16904729-16905261_27_-","chr11:16904729-16905261"
"chr11:16904729-16905261_20_-","chr11:16904729-16905261"
"chr11:16904729-16905261_16_+","chr11:16904729-16905261"
"chr11:16904729-16905261_1_-","chr11:16904729-16905261"
"chr11:17099865-17100401_17_+","chr11:17099865-17100401"
"chr11:17099865-17100401_9_+","chr11:17099865-17100401"
"chr11:17099865-17100401_1_+","chr11:17099865-17100401"
"chr11:17099865-17100401_6_+","chr11:17099865-17100401"
"chr11:17175902-17176509_7_-","chr11:17175902-17176509"
"chr11:17175902-17176509_15_-","chr11:17175902-17176509"
"chr11:17175902-17176509_6_-","chr11:17175902-17176509"
"chr11:17175902-17176509_5_-","chr11:17175902-17176509"
"chr11:17177871-17178088_8_-","chr11:17177871-17178088"
"chr11:17177871-17178088_1_+","chr11:17177871-17178088"
"chr11:17177871-17178088_4_+","chr11:17177871-17178088"
"chr11:17186422-17186714_6_-","chr11:17186422-17186714"
"chr11:17186422-17186714_15_+","chr11:17186422-17186714"
"chr11:17186422-17186714_5_+","chr11:17186422-17186714"
"chr11:17186422-17186714_11_+","chr11:17186422-17186714"
"chr11:17207555-17207861_33_-","chr11:17207555-17207861"
"chr11:17207555-17207861_19_-","chr11:17207555-17207861"
"chr11:17207555-17207861_24_-","chr11:17207555-17207861"
"chr11:17207555-17207861_23_-","chr11:17207555-17207861"
"chr11:17208390-17208496_1_+","chr11:17208390-17208496"
"chr11:17208498-17208928_9_-","chr11:17208498-17208928"
"chr11:17208498-17208928_13_+","chr11:17208498-17208928"
"chr11:17208498-17208928_21_+","chr11:17208498-17208928"
"chr11:17208498-17208928_24_+","chr11:17208498-17208928"
"chr11:17230716-17231092_10_-","chr11:17230716-17231092"
"chr11:17230716-17231092_6_+","chr11:17230716-17231092"
"chr11:17230716-17231092_11_-","chr11:17230716-17231092"
"chr11:17230716-17231092_19_-","chr11:17230716-17231092"
"chr11:17239106-17239235_2_-","chr11:17239106-17239235"
"chr11:17239106-17239235_4_-","chr11:17239106-17239235"
"chr11:17239106-17239235_7_-","chr11:17239106-17239235"
"chr11:17239106-17239235_9_-","chr11:17239106-17239235"
"chr11:17251748-17251957_2_+","chr11:17251748-17251957"
"chr11:17251748-17251957_10_+","chr11:17251748-17251957"
"chr11:17251748-17251957_6_+","chr11:17251748-17251957"
"chr11:17251748-17251957_9_-","chr11:17251748-17251957"
"chr11:17278844-17279157_14_-","chr11:17278844-17279157"
"chr11:17278844-17279157_1_+","chr11:17278844-17279157"
"chr11:17278844-17279157_4_+","chr11:17278844-17279157"
"chr11:17278844-17279157_3_-","chr11:17278844-17279157"
"chr11:17280162-17280675_18_+","chr11:17280162-17280675"
"chr11:17280162-17280675_15_+","chr11:17280162-17280675"
"chr11:17280162-17280675_10_-","chr11:17280162-17280675"
"chr11:17280162-17280675_2_-","chr11:17280162-17280675"
"chr11:17289900-17290294_7_+","chr11:17289900-17290294"
"chr11:17289900-17290294_3_+","chr11:17289900-17290294"
"chr11:17289900-17290294_13_-","chr11:17289900-17290294"
"chr11:17289900-17290294_4_+","chr11:17289900-17290294"
"chr11:17314818-17315233_5_+","chr11:17314818-17315233"
"chr11:17314818-17315233_1_+","chr11:17314818-17315233"
"chr11:17314818-17315233_11_-","chr11:17314818-17315233"
"chr11:17314818-17315233_6_+","chr11:17314818-17315233"
"chr11:17374297-17375700_28_+","chr11:17374297-17375700"
"chr11:17374297-17375700_29_+","chr11:17374297-17375700"
"chr11:17374297-17375700_52_+","chr11:17374297-17375700"
"chr11:17374297-17375700_81_+","chr11:17374297-17375700"
"chr11:17405531-17405808_17_+","chr11:17405531-17405808"
"chr11:17405531-17405808_16_+","chr11:17405531-17405808"
"chr11:17405531-17405808_18_+","chr11:17405531-17405808"
"chr11:17405531-17405808_13_+","chr11:17405531-17405808"
"chr11:17427074-17427534_19_-","chr11:17427074-17427534"
"chr11:17427074-17427534_32_-","chr11:17427074-17427534"
"chr11:17427074-17427534_24_-","chr11:17427074-17427534"
"chr11:17427074-17427534_18_-","chr11:17427074-17427534"
"chr11:17565937-17566211_5_-","chr11:17565937-17566211"
"chr11:17565937-17566211_41_+","chr11:17565937-17566211"
"chr11:17565937-17566211_6_-","chr11:17565937-17566211"
"chr11:17565937-17566211_31_+","chr11:17565937-17566211"
"chr11:17721114-17721363_14_-","chr11:17721114-17721363"
"chr11:17721114-17721363_7_-","chr11:17721114-17721363"
"chr11:17721114-17721363_16_+","chr11:17721114-17721363"
"chr11:17721114-17721363_2_-","chr11:17721114-17721363"
"chr11:1781615-1781939_16_-","chr11:1781615-1781939"
"chr11:1781615-1781939_38_-","chr11:1781615-1781939"
"chr11:1781615-1781939_34_-","chr11:1781615-1781939"
"chr11:1781615-1781939_3_-","chr11:1781615-1781939"
"chr11:1783608-1784126_6_+","chr11:1783608-1784126"
"chr11:1783608-1784126_25_+","chr11:1783608-1784126"
"chr11:1783608-1784126_29_+","chr11:1783608-1784126"
"chr11:1783608-1784126_14_+","chr11:1783608-1784126"
"chr11:1785033-1785338_17_+","chr11:1785033-1785338"
"chr11:1785033-1785338_17_-","chr11:1785033-1785338"
"chr11:1785033-1785338_16_-","chr11:1785033-1785338"
"chr11:1785033-1785338_20_+","chr11:1785033-1785338"
"chr11:17868387-17868798_20_-","chr11:17868387-17868798"
"chr11:17868387-17868798_12_+","chr11:17868387-17868798"
"chr11:17868387-17868798_20_+","chr11:17868387-17868798"
"chr11:17868387-17868798_21_-","chr11:17868387-17868798"
"chr11:1790547-1790718_6_-","chr11:1790547-1790718"
"chr11:1790547-1790718_2_+","chr11:1790547-1790718"
"chr11:1790547-1790718_5_-","chr11:1790547-1790718"
"chr11:1790547-1790718_3_-","chr11:1790547-1790718"
"chr11:1790720-1790916_9_-","chr11:1790720-1790916"
"chr11:1790720-1790916_8_-","chr11:1790720-1790916"
"chr11:1790720-1790916_3_-","chr11:1790720-1790916"
"chr11:1790720-1790916_16_-","chr11:1790720-1790916"
"chr11:17920324-17920401_2_+","chr11:17920324-17920401"
"chr11:17920324-17920401_1_+","chr11:17920324-17920401"
"chr11:17920410-17920727_24_-","chr11:17920410-17920727"
"chr11:17920410-17920727_4_+","chr11:17920410-17920727"
"chr11:17920410-17920727_23_-","chr11:17920410-17920727"
"chr11:17920410-17920727_6_+","chr11:17920410-17920727"
"chr11:1793390-1794201_47_+","chr11:1793390-1794201"
"chr11:1793390-1794201_14_+","chr11:1793390-1794201"
"chr11:1793390-1794201_71_+","chr11:1793390-1794201"
"chr11:1793390-1794201_91_+","chr11:1793390-1794201"
"chr11:17943275-17943956_30_+","chr11:17943275-17943956"
"chr11:17943275-17943956_27_+","chr11:17943275-17943956"
"chr11:17943275-17943956_10_+","chr11:17943275-17943956"
"chr11:17943275-17943956_33_+","chr11:17943275-17943956"
"chr11:1804107-1804560_29_+","chr11:1804107-1804560"
"chr11:1804107-1804560_31_-","chr11:1804107-1804560"
"chr11:1804107-1804560_15_+","chr11:1804107-1804560"
"chr11:1804107-1804560_25_-","chr11:1804107-1804560"
"chr11:18335553-18335896_26_-","chr11:18335553-18335896"
"chr11:18335553-18335896_7_+","chr11:18335553-18335896"
"chr11:18335553-18335896_22_-","chr11:18335553-18335896"
"chr11:18335553-18335896_3_+","chr11:18335553-18335896"
"chr11:18350457-18351289_22_+","chr11:18350457-18351289"
"chr11:18350457-18351289_11_+","chr11:18350457-18351289"
"chr11:18350457-18351289_5_-","chr11:18350457-18351289"
"chr11:18350457-18351289_26_-","chr11:18350457-18351289"
"chr11:18392763-18393221_12_-","chr11:18392763-18393221"
"chr11:18392763-18393221_16_-","chr11:18392763-18393221"
"chr11:18392763-18393221_9_-","chr11:18392763-18393221"
"chr11:18392763-18393221_1_+","chr11:18392763-18393221"
"chr11:18405132-18406400_45_-","chr11:18405132-18406400"
"chr11:18405132-18406400_50_+","chr11:18405132-18406400"
"chr11:18405132-18406400_47_-","chr11:18405132-18406400"
"chr11:18405132-18406400_36_+","chr11:18405132-18406400"
"chr11:18414412-18414793_4_-","chr11:18414412-18414793"
"chr11:18414412-18414793_5_-","chr11:18414412-18414793"
"chr11:18414412-18414793_14_+","chr11:18414412-18414793"
"chr11:18414412-18414793_11_+","chr11:18414412-18414793"
"chr11:18415383-18416335_10_+","chr11:18415383-18416335"
"chr11:18415383-18416335_65_-","chr11:18415383-18416335"
"chr11:18415383-18416335_20_-","chr11:18415383-18416335"
"chr11:18415383-18416335_7_-","chr11:18415383-18416335"
"chr11:18440682-18440968_13_-","chr11:18440682-18440968"
"chr11:18440682-18440968_3_-","chr11:18440682-18440968"
"chr11:18440682-18440968_8_-","chr11:18440682-18440968"
"chr11:18440682-18440968_6_+","chr11:18440682-18440968"
"chr11:18512559-18513398_10_-","chr11:18512559-18513398"
"chr11:18512559-18513398_22_+","chr11:18512559-18513398"
"chr11:18512559-18513398_5_-","chr11:18512559-18513398"
"chr11:18512559-18513398_46_+","chr11:18512559-18513398"
"chr11:18599836-18600025_6_+","chr11:18599836-18600025"
"chr11:18599836-18600025_1_-","chr11:18599836-18600025"
"chr11:18599836-18600025_7_+","chr11:18599836-18600025"
"chr11:18599836-18600025_2_-","chr11:18599836-18600025"
"chr11:18600752-18601179_26_-","chr11:18600752-18601179"
"chr11:18600752-18601179_15_-","chr11:18600752-18601179"
"chr11:18600752-18601179_14_-","chr11:18600752-18601179"
"chr11:18600752-18601179_11_-","chr11:18600752-18601179"
"chr11:18629898-18630358_13_+","chr11:18629898-18630358"
"chr11:18629898-18630358_9_+","chr11:18629898-18630358"
"chr11:18629898-18630358_14_-","chr11:18629898-18630358"
"chr11:18629898-18630358_7_-","chr11:18629898-18630358"
"chr11:18637410-18638057_17_+","chr11:18637410-18638057"
"chr11:18637410-18638057_21_+","chr11:18637410-18638057"
"chr11:18637410-18638057_18_+","chr11:18637410-18638057"
"chr11:18637410-18638057_11_+","chr11:18637410-18638057"
"chr11:1865688-1866233_20_-","chr11:1865688-1866233"
"chr11:1865688-1866233_29_+","chr11:1865688-1866233"
"chr11:1865688-1866233_9_+","chr11:1865688-1866233"
"chr11:1865688-1866233_37_+","chr11:1865688-1866233"
"chr11:18671434-18672100_15_+","chr11:18671434-18672100"
"chr11:18671434-18672100_3_+","chr11:18671434-18672100"
"chr11:18671434-18672100_9_+","chr11:18671434-18672100"
"chr11:18671434-18672100_24_+","chr11:18671434-18672100"
"chr11:18672493-18673083_34_+","chr11:18672493-18673083"
"chr11:18672493-18673083_7_-","chr11:18672493-18673083"
"chr11:18672493-18673083_32_+","chr11:18672493-18673083"
"chr11:18672493-18673083_31_+","chr11:18672493-18673083"
"chr11:18689915-18690438_21_+","chr11:18689915-18690438"
"chr11:18689915-18690438_5_-","chr11:18689915-18690438"
"chr11:18689915-18690438_13_+","chr11:18689915-18690438"
"chr11:18689915-18690438_24_+","chr11:18689915-18690438"
"chr11:18690707-18691087_3_+","chr11:18690707-18691087"
"chr11:18690707-18691087_5_+","chr11:18690707-18691087"
"chr11:18690707-18691087_13_+","chr11:18690707-18691087"
"chr11:18690707-18691087_11_+","chr11:18690707-18691087"
"chr11:18691089-18691608_12_+","chr11:18691089-18691608"
"chr11:18691089-18691608_18_-","chr11:18691089-18691608"
"chr11:18691089-18691608_19_-","chr11:18691089-18691608"
"chr11:18691089-18691608_14_+","chr11:18691089-18691608"
"chr11:18713157-18713720_10_-","chr11:18713157-18713720"
"chr11:18713157-18713720_6_-","chr11:18713157-18713720"
"chr11:18713157-18713720_13_+","chr11:18713157-18713720"
"chr11:18713157-18713720_12_+","chr11:18713157-18713720"
"chr11:18714626-18715595_36_+","chr11:18714626-18715595"
"chr11:18714626-18715595_69_-","chr11:18714626-18715595"
"chr11:18714626-18715595_46_+","chr11:18714626-18715595"
"chr11:18714626-18715595_23_-","chr11:18714626-18715595"
"chr11:18785740-18786241_17_+","chr11:18785740-18786241"
"chr11:18785740-18786241_13_+","chr11:18785740-18786241"
"chr11:18785740-18786241_14_+","chr11:18785740-18786241"
"chr11:18785740-18786241_23_+","chr11:18785740-18786241"
"chr11:19143230-19143603_10_+","chr11:19143230-19143603"
"chr11:19143230-19143603_1_-","chr11:19143230-19143603"
"chr11:19143230-19143603_13_+","chr11:19143230-19143603"
