"VECTOR","TARGET"
"chr8:125865943-125866358_29_+","chr8:125865943-125866358"
"chr8:125865943-125866358_38_+","chr8:125865943-125866358"
"chr8:125865943-125866358_16_-","chr8:125865943-125866358"
"chr8:125878745-125879176_34_-","chr8:125878745-125879176"
"chr8:125878745-125879176_2_+","chr8:125878745-125879176"
"chr8:125878745-125879176_20_-","chr8:125878745-125879176"
"chr8:125878745-125879176_18_-","chr8:125878745-125879176"
"chr8:125900072-125901347_38_-","chr8:125900072-125901347"
"chr8:125900072-125901347_23_+","chr8:125900072-125901347"
"chr8:125900072-125901347_49_-","chr8:125900072-125901347"
"chr8:125900072-125901347_35_+","chr8:125900072-125901347"
"chr8:125906683-125906974_5_+","chr8:125906683-125906974"
"chr8:125906683-125906974_7_+","chr8:125906683-125906974"
"chr8:125906683-125906974_6_+","chr8:125906683-125906974"
"chr8:125906683-125906974_2_+","chr8:125906683-125906974"
"chr8:125907697-125909626_12_-","chr8:125907697-125909626"
"chr8:125907697-125909626_45_-","chr8:125907697-125909626"
"chr8:125907697-125909626_107_-","chr8:125907697-125909626"
"chr8:125907697-125909626_81_+","chr8:125907697-125909626"
"chr8:125909701-125909760_9_+","chr8:125909701-125909760"
"chr8:125909701-125909760_7_+","chr8:125909701-125909760"
"chr8:125909764-125909839_4_+","chr8:125909764-125909839"
"chr8:125909764-125909839_3_+","chr8:125909764-125909839"
"chr8:125909764-125909839_5_+","chr8:125909764-125909839"
"chr8:125909764-125909839_1_-","chr8:125909764-125909839"
"chr8:125909841-125910050_9_+","chr8:125909841-125910050"
"chr8:125909841-125910050_12_+","chr8:125909841-125910050"
"chr8:125909841-125910050_11_+","chr8:125909841-125910050"
"chr8:125909841-125910050_3_+","chr8:125909841-125910050"
"chr8:125928371-125929021_28_-","chr8:125928371-125929021"
"chr8:125928371-125929021_19_+","chr8:125928371-125929021"
"chr8:125928371-125929021_26_-","chr8:125928371-125929021"
"chr8:125928371-125929021_20_-","chr8:125928371-125929021"
"chr8:125933567-125934041_21_+","chr8:125933567-125934041"
"chr8:125933567-125934041_9_-","chr8:125933567-125934041"
"chr8:125933567-125934041_10_+","chr8:125933567-125934041"
"chr8:125933567-125934041_7_-","chr8:125933567-125934041"
"chr8:125951684-125952196_19_+","chr8:125951684-125952196"
"chr8:125951684-125952196_1_+","chr8:125951684-125952196"
"chr8:125951684-125952196_23_+","chr8:125951684-125952196"
"chr8:125951684-125952196_7_+","chr8:125951684-125952196"
"chr8:125965959-125967309_4_+","chr8:125965959-125967309"
"chr8:125965959-125967309_41_+","chr8:125965959-125967309"
"chr8:125965959-125967309_38_+","chr8:125965959-125967309"
"chr8:125965959-125967309_50_-","chr8:125965959-125967309"
"chr8:125968125-125968925_31_+","chr8:125968125-125968925"
"chr8:125968125-125968925_54_-","chr8:125968125-125968925"
"chr8:125968125-125968925_8_+","chr8:125968125-125968925"
"chr8:125968125-125968925_56_-","chr8:125968125-125968925"
"chr8:125979330-125979601_12_-","chr8:125979330-125979601"
"chr8:125979330-125979601_14_-","chr8:125979330-125979601"
"chr8:125979330-125979601_2_-","chr8:125979330-125979601"
"chr8:125979330-125979601_16_-","chr8:125979330-125979601"
"chr8:125980360-125980739_11_-","chr8:125980360-125980739"
"chr8:125980360-125980739_33_-","chr8:125980360-125980739"
"chr8:125980360-125980739_9_-","chr8:125980360-125980739"
"chr8:125980360-125980739_12_+","chr8:125980360-125980739"
"chr8:125982626-125982741_4_-","chr8:125982626-125982741"
"chr8:125982626-125982741_2_-","chr8:125982626-125982741"
"chr8:125982626-125982741_3_-","chr8:125982626-125982741"
"chr8:125982626-125982741_1_+","chr8:125982626-125982741"
"chr8:126111309-126111741_14_+","chr8:126111309-126111741"
"chr8:126111309-126111741_36_+","chr8:126111309-126111741"
"chr8:126111309-126111741_33_+","chr8:126111309-126111741"
"chr8:126111309-126111741_10_+","chr8:126111309-126111741"
"chr8:126111746-126112850_59_+","chr8:126111746-126112850"
"chr8:126111746-126112850_13_+","chr8:126111746-126112850"
"chr8:126111746-126112850_12_+","chr8:126111746-126112850"
"chr8:126111746-126112850_88_+","chr8:126111746-126112850"
"chr8:126123087-126123420_12_+","chr8:126123087-126123420"
"chr8:126123087-126123420_13_-","chr8:126123087-126123420"
"chr8:126123087-126123420_10_-","chr8:126123087-126123420"
"chr8:126123087-126123420_8_-","chr8:126123087-126123420"
"chr8:126175519-126176153_7_-","chr8:126175519-126176153"
"chr8:126175519-126176153_28_-","chr8:126175519-126176153"
"chr8:126175519-126176153_24_-","chr8:126175519-126176153"
"chr8:126175519-126176153_19_+","chr8:126175519-126176153"
"chr8:126187634-126187942_2_-","chr8:126187634-126187942"
"chr8:126187634-126187942_1_-","chr8:126187634-126187942"
"chr8:126187634-126187942_12_+","chr8:126187634-126187942"
"chr8:126187634-126187942_10_+","chr8:126187634-126187942"
"chr8:126193118-126193631_26_+","chr8:126193118-126193631"
"chr8:126193118-126193631_50_+","chr8:126193118-126193631"
"chr8:126193118-126193631_23_+","chr8:126193118-126193631"
"chr8:126193118-126193631_18_+","chr8:126193118-126193631"
"chr8:126203651-126204554_23_+","chr8:126203651-126204554"
"chr8:126203651-126204554_22_+","chr8:126203651-126204554"
"chr8:126203651-126204554_5_-","chr8:126203651-126204554"
"chr8:126203651-126204554_16_+","chr8:126203651-126204554"
"chr8:126204773-126205249_14_+","chr8:126204773-126205249"
"chr8:126204773-126205249_6_-","chr8:126204773-126205249"
"chr8:126204773-126205249_5_-","chr8:126204773-126205249"
"chr8:126204773-126205249_4_+","chr8:126204773-126205249"
"chr8:126231495-126231932_4_+","chr8:126231495-126231932"
"chr8:126231495-126231932_2_-","chr8:126231495-126231932"
"chr8:126231495-126231932_9_+","chr8:126231495-126231932"
"chr8:126231495-126231932_1_-","chr8:126231495-126231932"
"chr8:126232110-126232473_17_+","chr8:126232110-126232473"
"chr8:126232110-126232473_9_+","chr8:126232110-126232473"
"chr8:126232110-126232473_20_+","chr8:126232110-126232473"
"chr8:126232110-126232473_11_+","chr8:126232110-126232473"
"chr8:126240830-126241535_21_-","chr8:126240830-126241535"
"chr8:126240830-126241535_12_-","chr8:126240830-126241535"
"chr8:126240830-126241535_5_+","chr8:126240830-126241535"
"chr8:126240830-126241535_2_+","chr8:126240830-126241535"
"chr8:126270851-126271065_21_+","chr8:126270851-126271065"
"chr8:126270851-126271065_6_+","chr8:126270851-126271065"
"chr8:126270851-126271065_8_+","chr8:126270851-126271065"
"chr8:126270851-126271065_20_+","chr8:126270851-126271065"
"chr8:126272267-126272607_11_-","chr8:126272267-126272607"
"chr8:126272267-126272607_7_-","chr8:126272267-126272607"
"chr8:126272267-126272607_16_+","chr8:126272267-126272607"
"chr8:126272267-126272607_4_-","chr8:126272267-126272607"
"chr8:126283564-126284029_9_-","chr8:126283564-126284029"
"chr8:126283564-126284029_15_+","chr8:126283564-126284029"
"chr8:126283564-126284029_28_+","chr8:126283564-126284029"
"chr8:126283564-126284029_8_-","chr8:126283564-126284029"
"chr8:126286218-126286436_4_+","chr8:126286218-126286436"
"chr8:126286218-126286436_6_+","chr8:126286218-126286436"
"chr8:126286218-126286436_9_-","chr8:126286218-126286436"
"chr8:126286218-126286436_2_-","chr8:126286218-126286436"
"chr8:126290718-126290948_6_-","chr8:126290718-126290948"
"chr8:126290718-126290948_5_-","chr8:126290718-126290948"
"chr8:126290718-126290948_2_-","chr8:126290718-126290948"
"chr8:126290718-126290948_4_-","chr8:126290718-126290948"
"chr8:126291345-126291705_10_+","chr8:126291345-126291705"
"chr8:126291345-126291705_12_+","chr8:126291345-126291705"
"chr8:126291345-126291705_9_+","chr8:126291345-126291705"
"chr8:126291345-126291705_2_+","chr8:126291345-126291705"
"chr8:126301660-126301868_6_-","chr8:126301660-126301868"
"chr8:126301660-126301868_2_-","chr8:126301660-126301868"
"chr8:126301660-126301868_3_+","chr8:126301660-126301868"
"chr8:126301660-126301868_2_+","chr8:126301660-126301868"
"chr8:126302636-126302847_8_-","chr8:126302636-126302847"
"chr8:126302636-126302847_10_-","chr8:126302636-126302847"
"chr8:126302636-126302847_6_-","chr8:126302636-126302847"
"chr8:126302636-126302847_11_-","chr8:126302636-126302847"
"chr8:126307034-126307282_6_-","chr8:126307034-126307282"
"chr8:126307034-126307282_6_+","chr8:126307034-126307282"
"chr8:126307034-126307282_2_-","chr8:126307034-126307282"
"chr8:126307034-126307282_8_-","chr8:126307034-126307282"
"chr8:126319409-126319994_13_-","chr8:126319409-126319994"
"chr8:126319409-126319994_10_-","chr8:126319409-126319994"
"chr8:126319409-126319994_17_+","chr8:126319409-126319994"
"chr8:126319409-126319994_12_-","chr8:126319409-126319994"
"chr8:126324809-126325281_2_+","chr8:126324809-126325281"
"chr8:126324809-126325281_36_+","chr8:126324809-126325281"
"chr8:126324809-126325281_5_+","chr8:126324809-126325281"
"chr8:126324809-126325281_6_+","chr8:126324809-126325281"
"chr8:126346127-126347081_26_+","chr8:126346127-126347081"
"chr8:126346127-126347081_40_+","chr8:126346127-126347081"
"chr8:126346127-126347081_33_+","chr8:126346127-126347081"
"chr8:126346127-126347081_22_-","chr8:126346127-126347081"
"chr8:126347088-126347248_11_-","chr8:126347088-126347248"
"chr8:126347088-126347248_10_-","chr8:126347088-126347248"
"chr8:126347251-126347490_19_+","chr8:126347251-126347490"
"chr8:126347251-126347490_15_+","chr8:126347251-126347490"
"chr8:126347251-126347490_10_+","chr8:126347251-126347490"
"chr8:126347251-126347490_5_+","chr8:126347251-126347490"
"chr8:126347837-126348305_22_+","chr8:126347837-126348305"
"chr8:126347837-126348305_8_+","chr8:126347837-126348305"
"chr8:126347837-126348305_6_+","chr8:126347837-126348305"
"chr8:126347837-126348305_11_+","chr8:126347837-126348305"
"chr8:126354507-126354828_23_+","chr8:126354507-126354828"
"chr8:126354507-126354828_22_+","chr8:126354507-126354828"
"chr8:126354507-126354828_17_+","chr8:126354507-126354828"
"chr8:126354507-126354828_11_+","chr8:126354507-126354828"
"chr8:126365186-126365461_8_-","chr8:126365186-126365461"
"chr8:126365186-126365461_7_-","chr8:126365186-126365461"
"chr8:126365186-126365461_17_-","chr8:126365186-126365461"
"chr8:126365186-126365461_13_-","chr8:126365186-126365461"
"chr8:126369583-126369998_16_+","chr8:126369583-126369998"
"chr8:126369583-126369998_17_-","chr8:126369583-126369998"
"chr8:126369583-126369998_21_+","chr8:126369583-126369998"
"chr8:126369583-126369998_13_-","chr8:126369583-126369998"
"chr8:126372254-126372562_15_+","chr8:126372254-126372562"
"chr8:126372254-126372562_23_+","chr8:126372254-126372562"
"chr8:126372254-126372562_20_+","chr8:126372254-126372562"
"chr8:126372254-126372562_8_+","chr8:126372254-126372562"
"chr8:126374979-126375379_5_+","chr8:126374979-126375379"
"chr8:126374979-126375379_7_+","chr8:126374979-126375379"
"chr8:126374979-126375379_25_-","chr8:126374979-126375379"
"chr8:126374979-126375379_9_-","chr8:126374979-126375379"
"chr8:126394777-126395422_17_-","chr8:126394777-126395422"
"chr8:126394777-126395422_18_-","chr8:126394777-126395422"
"chr8:126394777-126395422_42_+","chr8:126394777-126395422"
"chr8:126394777-126395422_21_+","chr8:126394777-126395422"
"chr8:126395843-126396435_39_-","chr8:126395843-126396435"
"chr8:126395843-126396435_26_-","chr8:126395843-126396435"
"chr8:126395843-126396435_44_-","chr8:126395843-126396435"
"chr8:126395843-126396435_48_-","chr8:126395843-126396435"
"chr8:126435073-126435254_5_-","chr8:126435073-126435254"
"chr8:126435073-126435254_7_+","chr8:126435073-126435254"
"chr8:126435073-126435254_8_+","chr8:126435073-126435254"
"chr8:126435073-126435254_15_+","chr8:126435073-126435254"
"chr8:126441415-126441734_29_-","chr8:126441415-126441734"
"chr8:126441415-126441734_34_-","chr8:126441415-126441734"
"chr8:126441415-126441734_1_+","chr8:126441415-126441734"
"chr8:126441415-126441734_4_-","chr8:126441415-126441734"
"chr8:126446815-126447287_19_+","chr8:126446815-126447287"
"chr8:126446815-126447287_21_+","chr8:126446815-126447287"
"chr8:126446815-126447287_28_+","chr8:126446815-126447287"
"chr8:126446815-126447287_32_+","chr8:126446815-126447287"
"chr8:126457375-126457616_6_+","chr8:126457375-126457616"
"chr8:126457375-126457616_1_+","chr8:126457375-126457616"
"chr8:126457375-126457616_6_-","chr8:126457375-126457616"
"chr8:126457375-126457616_7_-","chr8:126457375-126457616"
"chr8:126459029-126459766_24_+","chr8:126459029-126459766"
"chr8:126459029-126459766_26_-","chr8:126459029-126459766"
"chr8:126459029-126459766_46_-","chr8:126459029-126459766"
"chr8:126459029-126459766_43_+","chr8:126459029-126459766"
"chr8:126479163-126479696_17_+","chr8:126479163-126479696"
"chr8:126479163-126479696_35_-","chr8:126479163-126479696"
"chr8:126479163-126479696_15_+","chr8:126479163-126479696"
"chr8:126479163-126479696_19_-","chr8:126479163-126479696"
"chr8:126540981-126541406_16_-","chr8:126540981-126541406"
"chr8:126540981-126541406_6_+","chr8:126540981-126541406"
"chr8:126540981-126541406_13_-","chr8:126540981-126541406"
"chr8:126540981-126541406_11_+","chr8:126540981-126541406"
"chr8:126553061-126554023_26_+","chr8:126553061-126554023"
"chr8:126553061-126554023_16_+","chr8:126553061-126554023"
"chr8:126553061-126554023_19_-","chr8:126553061-126554023"
"chr8:126553061-126554023_44_-","chr8:126553061-126554023"
"chr8:126556750-126557301_38_-","chr8:126556750-126557301"
"chr8:126556750-126557301_29_-","chr8:126556750-126557301"
"chr8:126556750-126557301_40_+","chr8:126556750-126557301"
"chr8:126556750-126557301_36_-","chr8:126556750-126557301"
"chr8:126650986-126651167_21_+","chr8:126650986-126651167"
"chr8:126650986-126651167_3_+","chr8:126650986-126651167"
"chr8:126650986-126651167_15_+","chr8:126650986-126651167"
"chr8:126650986-126651167_3_-","chr8:126650986-126651167"
"chr8:126676519-126677122_35_+","chr8:126676519-126677122"
"chr8:126676519-126677122_38_-","chr8:126676519-126677122"
"chr8:126676519-126677122_53_-","chr8:126676519-126677122"
"chr8:126676519-126677122_41_-","chr8:126676519-126677122"
"chr8:126706493-126706783_8_+","chr8:126706493-126706783"
"chr8:126706493-126706783_9_+","chr8:126706493-126706783"
"chr8:126706493-126706783_13_+","chr8:126706493-126706783"
"chr8:126706493-126706783_7_+","chr8:126706493-126706783"
"chr8:126708996-126709342_10_-","chr8:126708996-126709342"
"chr8:126708996-126709342_13_+","chr8:126708996-126709342"
"chr8:126708996-126709342_12_+","chr8:126708996-126709342"
"chr8:126708996-126709342_11_+","chr8:126708996-126709342"
"chr8:126712448-126713225_37_+","chr8:126712448-126713225"
"chr8:126712448-126713225_27_+","chr8:126712448-126713225"
"chr8:126712448-126713225_5_-","chr8:126712448-126713225"
"chr8:126712448-126713225_6_-","chr8:126712448-126713225"
"chr8:126954120-126955009_49_+","chr8:126954120-126955009"
"chr8:126954120-126955009_8_+","chr8:126954120-126955009"
"chr8:126954120-126955009_23_+","chr8:126954120-126955009"
"chr8:126954120-126955009_12_-","chr8:126954120-126955009"
"chr8:126984155-126984525_8_+","chr8:126984155-126984525"
"chr8:126984155-126984525_10_-","chr8:126984155-126984525"
"chr8:126984155-126984525_14_+","chr8:126984155-126984525"
"chr8:126984155-126984525_16_-","chr8:126984155-126984525"
"chr8:127014848-127015162_13_-","chr8:127014848-127015162"
"chr8:127014848-127015162_14_-","chr8:127014848-127015162"
"chr8:127014848-127015162_6_+","chr8:127014848-127015162"
"chr8:127014848-127015162_15_-","chr8:127014848-127015162"
"chr8:127334323-127335395_23_-","chr8:127334323-127335395"
"chr8:127334323-127335395_59_-","chr8:127334323-127335395"
"chr8:127334323-127335395_14_-","chr8:127334323-127335395"
"chr8:127334323-127335395_18_-","chr8:127334323-127335395"
"chr8:127836646-127837294_40_+","chr8:127836646-127837294"
"chr8:127836646-127837294_5_+","chr8:127836646-127837294"
"chr8:127836646-127837294_38_+","chr8:127836646-127837294"
"chr8:127836646-127837294_30_-","chr8:127836646-127837294"
"chr8:128099456-128099542_3_+","chr8:128099456-128099542"
"chr8:128099456-128099542_4_+","chr8:128099456-128099542"
"chr8:128099456-128099542_5_+","chr8:128099456-128099542"
"chr8:128099456-128099542_2_+","chr8:128099456-128099542"
"chr8:128579269-128579697_3_-","chr8:128579269-128579697"
"chr8:128579269-128579697_12_+","chr8:128579269-128579697"
"chr8:128579269-128579697_2_+","chr8:128579269-128579697"
"chr8:128579269-128579697_7_+","chr8:128579269-128579697"
"chr8:128630501-128632056_73_+","chr8:128630501-128632056"
"chr8:128630501-128632056_84_+","chr8:128630501-128632056"
"chr8:128630501-128632056_31_+","chr8:128630501-128632056"
"chr8:128630501-128632056_79_+","chr8:128630501-128632056"
"chr8:128678693-128678799_12_-","chr8:128678693-128678799"
"chr8:128678693-128678799_9_-","chr8:128678693-128678799"
"chr8:128678693-128678799_3_-","chr8:128678693-128678799"
"chr8:128678693-128678799_1_-","chr8:128678693-128678799"
"chr8:128737994-128738305_10_-","chr8:128737994-128738305"
"chr8:128737994-128738305_18_+","chr8:128737994-128738305"
"chr8:128737994-128738305_23_-","chr8:128737994-128738305"
"chr8:128737994-128738305_6_-","chr8:128737994-128738305"
"chr8:128741029-128741426_27_+","chr8:128741029-128741426"
"chr8:128741029-128741426_28_+","chr8:128741029-128741426"
"chr8:128741029-128741426_29_+","chr8:128741029-128741426"
"chr8:128741029-128741426_24_+","chr8:128741029-128741426"
"chr8:128753612-128755828_4_-","chr8:128753612-128755828"
"chr8:128753612-128755828_27_-","chr8:128753612-128755828"
"chr8:128753612-128755828_126_+","chr8:128753612-128755828"
"chr8:128753612-128755828_102_+","chr8:128753612-128755828"
"chr8:128771755-128772416_24_-","chr8:128771755-128772416"
"chr8:128771755-128772416_13_-","chr8:128771755-128772416"
"chr8:128771755-128772416_51_-","chr8:128771755-128772416"
"chr8:128771755-128772416_2_+","chr8:128771755-128772416"
"chr8:128772461-128773427_12_-","chr8:128772461-128773427"
"chr8:128772461-128773427_17_-","chr8:128772461-128773427"
"chr8:128772461-128773427_37_+","chr8:128772461-128773427"
"chr8:128772461-128773427_36_+","chr8:128772461-128773427"
"chr8:128777242-128777435_6_-","chr8:128777242-128777435"
"chr8:128777242-128777435_3_-","chr8:128777242-128777435"
"chr8:128777242-128777435_7_-","chr8:128777242-128777435"
"chr8:128777242-128777435_14_-","chr8:128777242-128777435"
"chr8:128788939-128789176_8_+","chr8:128788939-128789176"
"chr8:128788939-128789176_5_-","chr8:128788939-128789176"
"chr8:128788939-128789176_1_+","chr8:128788939-128789176"
"chr8:128788939-128789176_6_-","chr8:128788939-128789176"
"chr8:128812886-128813425_13_+","chr8:128812886-128813425"
"chr8:128812886-128813425_29_+","chr8:128812886-128813425"
"chr8:128812886-128813425_55_+","chr8:128812886-128813425"
"chr8:128812886-128813425_30_+","chr8:128812886-128813425"
"chr8:128819101-128819375_3_-","chr8:128819101-128819375"
"chr8:128819101-128819375_13_+","chr8:128819101-128819375"
"chr8:128819101-128819375_10_+","chr8:128819101-128819375"
"chr8:128819101-128819375_8_+","chr8:128819101-128819375"
"chr8:128834877-128835066_8_+","chr8:128834877-128835066"
"chr8:128834877-128835066_14_+","chr8:128834877-128835066"
"chr8:128834877-128835066_9_+","chr8:128834877-128835066"
"chr8:128834877-128835066_13_+","chr8:128834877-128835066"
"chr8:128843850-128844208_11_+","chr8:128843850-128844208"
"chr8:128843850-128844208_25_+","chr8:128843850-128844208"
"chr8:128843850-128844208_24_+","chr8:128843850-128844208"
"chr8:128843850-128844208_16_+","chr8:128843850-128844208"
"chr8:128844343-128844491_8_-","chr8:128844343-128844491"
"chr8:128844343-128844491_7_-","chr8:128844343-128844491"
"chr8:128844343-128844491_7_+","chr8:128844343-128844491"
"chr8:128844343-128844491_9_-","chr8:128844343-128844491"
"chr8:128856675-128856898_23_-","chr8:128856675-128856898"
"chr8:128856675-128856898_21_-","chr8:128856675-128856898"
"chr8:128856675-128856898_17_-","chr8:128856675-128856898"
"chr8:128856675-128856898_25_-","chr8:128856675-128856898"
"chr8:128863618-128864038_24_-","chr8:128863618-128864038"
"chr8:128863618-128864038_12_-","chr8:128863618-128864038"
"chr8:128863618-128864038_4_+","chr8:128863618-128864038"
"chr8:128863618-128864038_9_-","chr8:128863618-128864038"
"chr8:128864314-128864566_14_+","chr8:128864314-128864566"
"chr8:128864314-128864566_13_+","chr8:128864314-128864566"
"chr8:128864314-128864566_8_+","chr8:128864314-128864566"
"chr8:128864314-128864566_10_-","chr8:128864314-128864566"
"chr8:128866529-128867034_4_+","chr8:128866529-128867034"
"chr8:128866529-128867034_32_+","chr8:128866529-128867034"
"chr8:128866529-128867034_27_+","chr8:128866529-128867034"
"chr8:128866529-128867034_6_+","chr8:128866529-128867034"
"chr8:128871976-128872434_26_-","chr8:128871976-128872434"
"chr8:128871976-128872434_23_+","chr8:128871976-128872434"
"chr8:128871976-128872434_29_+","chr8:128871976-128872434"
"chr8:128871976-128872434_11_-","chr8:128871976-128872434"
"chr8:128888911-128889201_11_+","chr8:128888911-128889201"
"chr8:128888911-128889201_25_-","chr8:128888911-128889201"
"chr8:128888911-128889201_18_-","chr8:128888911-128889201"
"chr8:128888911-128889201_5_-","chr8:128888911-128889201"
"chr8:128902226-128902558_10_+","chr8:128902226-128902558"
"chr8:128902226-128902558_22_+","chr8:128902226-128902558"
"chr8:128902226-128902558_28_-","chr8:128902226-128902558"
"chr8:128902226-128902558_22_-","chr8:128902226-128902558"
"chr8:128905086-128905397_27_-","chr8:128905086-128905397"
"chr8:128905086-128905397_10_+","chr8:128905086-128905397"
"chr8:128905086-128905397_12_+","chr8:128905086-128905397"
"chr8:128905086-128905397_20_-","chr8:128905086-128905397"
"chr8:128906940-128907199_8_-","chr8:128906940-128907199"
"chr8:128906940-128907199_12_+","chr8:128906940-128907199"
"chr8:128906940-128907199_2_+","chr8:128906940-128907199"
"chr8:128906940-128907199_4_+","chr8:128906940-128907199"
"chr8:128907998-128908435_19_+","chr8:128907998-128908435"
"chr8:128907998-128908435_2_-","chr8:128907998-128908435"
"chr8:128907998-128908435_13_+","chr8:128907998-128908435"
"chr8:128907998-128908435_7_-","chr8:128907998-128908435"
"chr8:128909196-128909258_4_-","chr8:128909196-128909258"
"chr8:128909196-128909258_5_-","chr8:128909196-128909258"
"chr8:128909196-128909258_6_-","chr8:128909196-128909258"
"chr8:128909196-128909258_2_-","chr8:128909196-128909258"
"chr8:128910606-128911957_71_-","chr8:128910606-128911957"
"chr8:128910606-128911957_25_+","chr8:128910606-128911957"
"chr8:128910606-128911957_97_+","chr8:128910606-128911957"
"chr8:128910606-128911957_14_+","chr8:128910606-128911957"
"chr8:128918586-128918874_3_-","chr8:128918586-128918874"
"chr8:128918586-128918874_20_+","chr8:128918586-128918874"
"chr8:128918586-128918874_4_-","chr8:128918586-128918874"
"chr8:128918586-128918874_16_+","chr8:128918586-128918874"
"chr8:128923295-128923609_7_-","chr8:128923295-128923609"
"chr8:128923295-128923609_3_-","chr8:128923295-128923609"
"chr8:128923295-128923609_10_+","chr8:128923295-128923609"
"chr8:128923295-128923609_7_+","chr8:128923295-128923609"
"chr8:128923781-128924366_10_+","chr8:128923781-128924366"
"chr8:128923781-128924366_11_-","chr8:128923781-128924366"
"chr8:128923781-128924366_34_-","chr8:128923781-128924366"
"chr8:128923781-128924366_3_-","chr8:128923781-128924366"
"chr8:128926532-128926913_5_-","chr8:128926532-128926913"
"chr8:128926532-128926913_3_-","chr8:128926532-128926913"
"chr8:128926532-128926913_8_-","chr8:128926532-128926913"
"chr8:128926532-128926913_4_-","chr8:128926532-128926913"
"chr8:128929451-128929513_5_-","chr8:128929451-128929513"
"chr8:128929451-128929513_3_-","chr8:128929451-128929513"
"chr8:128929451-128929513_4_-","chr8:128929451-128929513"
"chr8:128929451-128929513_2_-","chr8:128929451-128929513"
"chr8:128929711-128930103_17_+","chr8:128929711-128930103"
"chr8:128929711-128930103_4_-","chr8:128929711-128930103"
"chr8:128929711-128930103_1_+","chr8:128929711-128930103"
"chr8:128929711-128930103_6_-","chr8:128929711-128930103"
"chr8:128930936-128931257_6_-","chr8:128930936-128931257"
"chr8:128930936-128931257_12_-","chr8:128930936-128931257"
"chr8:128930936-128931257_7_-","chr8:128930936-128931257"
"chr8:128930936-128931257_8_-","chr8:128930936-128931257"
"chr8:128932304-128932574_1_+","chr8:128932304-128932574"
"chr8:128932304-128932574_3_-","chr8:128932304-128932574"
"chr8:128932304-128932574_9_-","chr8:128932304-128932574"
"chr8:128932304-128932574_11_-","chr8:128932304-128932574"
"chr8:128938355-128938745_37_-","chr8:128938355-128938745"
"chr8:128938355-128938745_5_+","chr8:128938355-128938745"
"chr8:128938355-128938745_8_+","chr8:128938355-128938745"
"chr8:128938355-128938745_26_-","chr8:128938355-128938745"
"chr8:128940623-128941019_16_+","chr8:128940623-128941019"
"chr8:128940623-128941019_16_-","chr8:128940623-128941019"
"chr8:128940623-128941019_12_-","chr8:128940623-128941019"
"chr8:128940623-128941019_14_+","chr8:128940623-128941019"
"chr8:128948049-128948240_5_+","chr8:128948049-128948240"
"chr8:128948049-128948240_1_-","chr8:128948049-128948240"
"chr8:128948049-128948240_10_+","chr8:128948049-128948240"
"chr8:128948049-128948240_2_+","chr8:128948049-128948240"
"chr8:128957871-128958054_12_-","chr8:128957871-128958054"
"chr8:128957871-128958054_10_-","chr8:128957871-128958054"
"chr8:128957871-128958054_2_+","chr8:128957871-128958054"
"chr8:128957871-128958054_9_-","chr8:128957871-128958054"
"chr8:128961873-128962159_28_-","chr8:128961873-128962159"
"chr8:128961873-128962159_25_-","chr8:128961873-128962159"
"chr8:128961873-128962159_24_+","chr8:128961873-128962159"
"chr8:128961873-128962159_27_-","chr8:128961873-128962159"
"chr8:128972273-128973166_5_-","chr8:128972273-128973166"
"chr8:128972273-128973166_8_+","chr8:128972273-128973166"
"chr8:128972273-128973166_10_-","chr8:128972273-128973166"
"chr8:128972273-128973166_72_+","chr8:128972273-128973166"
"chr8:128973455-128973592_15_+","chr8:128973455-128973592"
"chr8:128973455-128973592_14_+","chr8:128973455-128973592"
"chr8:128973455-128973592_2_-","chr8:128973455-128973592"
"chr8:128973455-128973592_11_+","chr8:128973455-128973592"
"chr8:128982981-128983305_10_+","chr8:128982981-128983305"
"chr8:128982981-128983305_8_+","chr8:128982981-128983305"
"chr8:128982981-128983305_6_+","chr8:128982981-128983305"
"chr8:128982981-128983305_6_-","chr8:128982981-128983305"
"chr8:128989892-128990428_11_-","chr8:128989892-128990428"
"chr8:128989892-128990428_16_+","chr8:128989892-128990428"
"chr8:128989892-128990428_15_+","chr8:128989892-128990428"
"chr8:128989892-128990428_14_-","chr8:128989892-128990428"
"chr8:129014699-129015150_20_-","chr8:129014699-129015150"
"chr8:129014699-129015150_13_-","chr8:129014699-129015150"
"chr8:129014699-129015150_19_-","chr8:129014699-129015150"
"chr8:129014699-129015150_22_-","chr8:129014699-129015150"
"chr8:129019776-129020134_6_-","chr8:129019776-129020134"
"chr8:129019776-129020134_12_+","chr8:129019776-129020134"
"chr8:129019776-129020134_5_-","chr8:129019776-129020134"
"chr8:129019776-129020134_7_+","chr8:129019776-129020134"
"chr8:129026550-129027234_15_-","chr8:129026550-129027234"
"chr8:129026550-129027234_20_-","chr8:129026550-129027234"
"chr8:129026550-129027234_24_+","chr8:129026550-129027234"
"chr8:129026550-129027234_28_+","chr8:129026550-129027234"
"chr8:129047382-129047817_15_+","chr8:129047382-129047817"
"chr8:129047382-129047817_5_-","chr8:129047382-129047817"
"chr8:129047382-129047817_13_-","chr8:129047382-129047817"
"chr8:129047382-129047817_10_-","chr8:129047382-129047817"
"chr8:129056969-129057774_13_-","chr8:129056969-129057774"
"chr8:129056969-129057774_28_-","chr8:129056969-129057774"
"chr8:129056969-129057774_47_-","chr8:129056969-129057774"
